file,creativeId,angle,angleName,desire,layout,palette,typeset,format,width,height,placements,headline,subhead,eyebrow,cta
"LF1_CLEAN_LABEL_boxFrame_clinical_0374_1x1.png","0374","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","clinical","impact","1x1","1080","1080","facebook_feed,instagram_feed","Clean enough to explain in a sentence.","Manufactured in the USA. Sold under EU labelling standards.","Eight things it isn’t","Shop LF-1"
"LF1_CLEAN_LABEL_boxFrame_clinical_0374_4x5.png","0374","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","clinical","impact","4x5","1080","1350","facebook_feed,instagram_feed","Clean enough to explain in a sentence.","Manufactured in the USA. Sold under EU labelling standards.","Eight things it isn’t","Shop LF-1"
"LF1_CLEAN_LABEL_boxFrame_clinical_0374_9x16.png","0374","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","clinical","impact","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","Clean enough to explain in a sentence.","Manufactured in the USA. Sold under EU labelling standards.","Eight things it isn’t","Shop LF-1"
"LF1_CLEAN_LABEL_boxFrame_mint_0356_191x1.png","0356","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","mint","grotesk","191x1","1200","628","facebook_right_column,audience_network","No hormones. No antibiotics. No alcohol.","Everything on the label, nothing behind it.","Read the label","View LF-1"
"LF1_CLEAN_LABEL_boxFrame_mint_0356_1x1.png","0356","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","mint","grotesk","1x1","1080","1080","facebook_feed,instagram_feed","No hormones. No antibiotics. No alcohol.","Everything on the label, nothing behind it.","Read the label","View LF-1"
"LF1_CLEAN_LABEL_boxFrame_mint_0356_4x5.png","0356","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","mint","grotesk","4x5","1080","1350","facebook_feed,instagram_feed","No hormones. No antibiotics. No alcohol.","Everything on the label, nothing behind it.","Read the label","View LF-1"
"LF1_CLEAN_LABEL_boxFrame_mint_0356_9x16.png","0356","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","mint","grotesk","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","No hormones. No antibiotics. No alcohol.","Everything on the label, nothing behind it.","Read the label","View LF-1"
"LF1_CLEAN_LABEL_boxFrame_sage_0359_191x1.png","0359","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sage","humanist","191x1","1200","628","facebook_right_column,audience_network","The short ingredient list is the point.","Non-GMO, gluten-free, lactose-free, allergen-free, antibiotic-free, hormone-free, alcohol-free, vegetarian.","Eight things it isn’t","Start with one month"
"LF1_CLEAN_LABEL_boxFrame_sage_0359_1x1.png","0359","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sage","humanist","1x1","1080","1080","facebook_feed,instagram_feed","The short ingredient list is the point.","Non-GMO, gluten-free, lactose-free, allergen-free, antibiotic-free, hormone-free, alcohol-free, vegetarian.","Eight things it isn’t","Start with one month"
"LF1_CLEAN_LABEL_boxFrame_sage_0359_4x5.png","0359","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sage","humanist","4x5","1080","1350","facebook_feed,instagram_feed","The short ingredient list is the point.","Non-GMO, gluten-free, lactose-free, allergen-free, antibiotic-free, hormone-free, alcohol-free, vegetarian.","Eight things it isn’t","Start with one month"
"LF1_CLEAN_LABEL_boxFrame_sage_0359_9x16.png","0359","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sage","humanist","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","The short ingredient list is the point.","Non-GMO, gluten-free, lactose-free, allergen-free, antibiotic-free, hormone-free, alcohol-free, vegetarian.","Eight things it isn’t","Start with one month"
"LF1_CLEAN_LABEL_boxFrame_sage_0379_191x1.png","0379","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sage","humanist","191x1","1200","628","facebook_right_column,audience_network","Simple label. Specific purpose.","Manufactured in the USA. Sold under EU labelling standards.","Eight things it isn’t","Get LF-1"
"LF1_CLEAN_LABEL_boxFrame_sage_0379_1x1.png","0379","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sage","humanist","1x1","1080","1080","facebook_feed,instagram_feed","Simple label. Specific purpose.","Manufactured in the USA. Sold under EU labelling standards.","Eight things it isn’t","Get LF-1"
"LF1_CLEAN_LABEL_boxFrame_sage_0379_4x5.png","0379","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sage","humanist","4x5","1080","1350","facebook_feed,instagram_feed","Simple label. Specific purpose.","Manufactured in the USA. Sold under EU labelling standards.","Eight things it isn’t","Get LF-1"
"LF1_CLEAN_LABEL_boxFrame_sage_0379_9x16.png","0379","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sage","humanist","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","Simple label. Specific purpose.","Manufactured in the USA. Sold under EU labelling standards.","Eight things it isn’t","Get LF-1"
"LF1_CLEAN_LABEL_boxFrame_sand_0355_191x1.png","0355","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","editorial","191x1","1200","628","facebook_right_column,audience_network","A label you can read in one breath.","60 vegetarian capsules. Two daily.","Eight things it isn’t","View LF-1"
"LF1_CLEAN_LABEL_boxFrame_sand_0355_1x1.png","0355","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","editorial","1x1","1080","1080","facebook_feed,instagram_feed","A label you can read in one breath.","60 vegetarian capsules. Two daily.","Eight things it isn’t","View LF-1"
"LF1_CLEAN_LABEL_boxFrame_sand_0355_4x5.png","0355","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","editorial","4x5","1080","1350","facebook_feed,instagram_feed","A label you can read in one breath.","60 vegetarian capsules. Two daily.","Eight things it isn’t","View LF-1"
"LF1_CLEAN_LABEL_boxFrame_sand_0355_9x16.png","0355","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","editorial","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","A label you can read in one breath.","60 vegetarian capsules. Two daily.","Eight things it isn’t","View LF-1"
"LF1_CLEAN_LABEL_boxFrame_sand_0370_191x1.png","0370","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","luxe","191x1","1200","628","facebook_right_column,audience_network","For people who turn the bottle around.","Manufactured in the USA. Sold under EU labelling standards.","Read the label","See the formula"
"LF1_CLEAN_LABEL_boxFrame_sand_0370_1x1.png","0370","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","luxe","1x1","1080","1080","facebook_feed,instagram_feed","For people who turn the bottle around.","Manufactured in the USA. Sold under EU labelling standards.","Read the label","See the formula"
"LF1_CLEAN_LABEL_boxFrame_sand_0370_4x5.png","0370","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","luxe","4x5","1080","1350","facebook_feed,instagram_feed","For people who turn the bottle around.","Manufactured in the USA. Sold under EU labelling standards.","Read the label","See the formula"
"LF1_CLEAN_LABEL_boxFrame_sand_0370_9x16.png","0370","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","luxe","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","For people who turn the bottle around.","Manufactured in the USA. Sold under EU labelling standards.","Read the label","See the formula"
"LF1_CLEAN_LABEL_boxFrame_sand_0371_191x1.png","0371","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","editorial","191x1","1200","628","facebook_right_column,audience_network","Vegetarian. Non-GMO. Nothing hidden.","Non-GMO, gluten-free, lactose-free, allergen-free, antibiotic-free, hormone-free, alcohol-free, vegetarian.","Read the label","View LF-1"
"LF1_CLEAN_LABEL_boxFrame_sand_0371_1x1.png","0371","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","editorial","1x1","1080","1080","facebook_feed,instagram_feed","Vegetarian. Non-GMO. Nothing hidden.","Non-GMO, gluten-free, lactose-free, allergen-free, antibiotic-free, hormone-free, alcohol-free, vegetarian.","Read the label","View LF-1"
"LF1_CLEAN_LABEL_boxFrame_sand_0371_4x5.png","0371","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","editorial","4x5","1080","1350","facebook_feed,instagram_feed","Vegetarian. Non-GMO. Nothing hidden.","Non-GMO, gluten-free, lactose-free, allergen-free, antibiotic-free, hormone-free, alcohol-free, vegetarian.","Read the label","View LF-1"
"LF1_CLEAN_LABEL_boxFrame_sand_0371_9x16.png","0371","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","editorial","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","Vegetarian. Non-GMO. Nothing hidden.","Non-GMO, gluten-free, lactose-free, allergen-free, antibiotic-free, hormone-free, alcohol-free, vegetarian.","Read the label","View LF-1"
"LF1_CLEAN_LABEL_boxFrame_sand_0381_191x1.png","0381","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","luxe","191x1","1200","628","facebook_right_column,audience_network","Eight things LF-1 isn’t.","60 vegetarian capsules. Two daily.","Read the label","Shop LF-1"
"LF1_CLEAN_LABEL_boxFrame_sand_0381_1x1.png","0381","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","luxe","1x1","1080","1080","facebook_feed,instagram_feed","Eight things LF-1 isn’t.","60 vegetarian capsules. Two daily.","Read the label","Shop LF-1"
"LF1_CLEAN_LABEL_boxFrame_sand_0381_4x5.png","0381","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","luxe","4x5","1080","1350","facebook_feed,instagram_feed","Eight things LF-1 isn’t.","60 vegetarian capsules. Two daily.","Read the label","Shop LF-1"
"LF1_CLEAN_LABEL_boxFrame_sand_0381_9x16.png","0381","CLEAN_LABEL","Clean label","Support the GLP-1 journey","boxFrame","sand","luxe","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","Eight things LF-1 isn’t.","60 vegetarian capsules. Two daily.","Read the label","Shop LF-1"
"LF1_CLEAN_LABEL_checklist_clinical_0385_1x1.png","0385","CLEAN_LABEL","Clean label","Support the GLP-1 journey","checklist","clinical","humanist","1x1","1080","1080","facebook_feed,instagram_feed","A label you can read in one breath.","Non-GMO, gluten-free, lactose-free, allergen-free, antibiotic-free, hormone-free, alcohol-free, vegetarian.","Non-GMO · Vegetarian","Get LF-1"
"LF1_CLEAN_LABEL_checklist_clinical_0385_4x5.png","0385","CLEAN_LABEL","Clean label","Support the GLP-1 journey","checklist","clinical","humanist","4x5","1080","1350","facebook_feed,instagram_feed","A label you can read in one breath.","Non-GMO, gluten-free, lactose-free, allergen-free, antibiotic-free, hormone-free, alcohol-free, vegetarian.","Non-GMO · Vegetarian","Get LF-1"
"LF1_CLEAN_LABEL_checklist_clinical_0385_9x16.png","0385","CLEAN_LABEL","Clean label","Support the GLP-1 journey","checklist","clinical","humanist","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","A label you can read in one breath.","Non-GMO, gluten-free, lactose-free, allergen-free, antibiotic-free, hormone-free, alcohol-free, vegetarian.","Non-GMO · Vegetarian","Get LF-1"
"LF1_CLEAN_LABEL_checklist_ink_0363_1x1.png","0363","CLEAN_LABEL","Clean label","Support the GLP-1 journey","checklist","ink","impact","1x1","1080","1080","facebook_feed,instagram_feed","Transparent by default.","Manufactured in the USA. Sold under EU labelling standards.","Non-GMO · Vegetarian","Shop LF-1"
"LF1_CLEAN_LABEL_checklist_ink_0363_4x5.png","0363","CLEAN_LABEL","Clean label","Support the GLP-1 journey","checklist","ink","impact","4x5","1080","1350","facebook_feed,instagram_feed","Transparent by default.","Manufactured in the USA. Sold under EU labelling standards.","Non-GMO · Vegetarian","Shop LF-1"
"LF1_CLEAN_LABEL_checklist_ink_0363_9x16.png","0363","CLEAN_LABEL","Clean label","Support the GLP-1 journey","checklist","ink","impact","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","Transparent by default.","Manufactured in the USA. Sold under EU labelling standards.","Non-GMO · Vegetarian","Shop LF-1"
"LF1_CLEAN_LABEL_checklist_mint_0365_1x1.png","0365","CLEAN_LABEL","Clean label","Support the GLP-1 journey","checklist","mint","grotesk","1x1","1080","1080","facebook_feed,instagram_feed","No mystery blends in the marketing.","Manufactured in the USA. Sold under EU labelling standards.","Eight things it isn’t","See what’s in it"
"LF1_CLEAN_LABEL_checklist_mint_0365_4x5.png","0365","CLEAN_LABEL","Clean label","Support the GLP-1 journey","checklist","mint","grotesk","4x5","1080","1350","facebook_feed,instagram_feed","No mystery blends in the marketing.","Manufactured in the USA. Sold under EU labelling standards.","Eight things it isn’t","See what’s in it"
"LF1_CLEAN_LABEL_checklist_mint_0365_9x16.png","0365","CLEAN_LABEL","Clean label","Support the GLP-1 journey","checklist","mint","grotesk","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","No mystery blends in the marketing.","Manufactured in the USA. Sold under EU labelling standards.","Eight things it isn’t","See what’s in it"
"LF1_CLEAN_LABEL_circleSeal_clinical_0369_191x1.png","0369","CLEAN_LABEL","Clean label","Support the GLP-1 journey","circleSeal","clinical","humanist","191x1","1200","628","facebook_right_column,audience_network","Honest labelling, European standards.","Everything on the label, nothing behind it.","Read the label","View LF-1"
"LF1_CLEAN_LABEL_circleSeal_clinical_0369_1x1.png","0369","CLEAN_LABEL","Clean label","Support the GLP-1 journey","circleSeal","clinical","humanist","1x1","1080","1080","facebook_feed,instagram_feed","Honest labelling, European standards.","Everything on the label, nothing behind it.","Read the label","View LF-1"
"LF1_CLEAN_LABEL_circleSeal_clinical_0369_4x5.png","0369","CLEAN_LABEL","Clean label","Support the GLP-1 journey","circleSeal","clinical","humanist","4x5","1080","1350","facebook_feed,instagram_feed","Honest labelling, European standards.","Everything on the label, nothing behind it.","Read the label","View LF-1"
"LF1_CLEAN_LABEL_circleSeal_clinical_0369_9x16.png","0369","CLEAN_LABEL","Clean label","Support the GLP-1 journey","circleSeal","clinical","humanist","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","Honest labelling, European standards.","Everything on the label, nothing behind it.","Read the label","View LF-1"
"LF1_CLEAN_LABEL_faqCard_sand_0362_191x1.png","0362","CLEAN_LABEL","Clean label","Support the GLP-1 journey","faqCard","sand","luxe","191x1","1200","628","facebook_right_column,audience_network","Eight certifications. One capsule.","Everything on the label, nothing behind it.","Non-GMO · Vegetarian","Shop LF-1"
"LF1_CLEAN_LABEL_faqCard_sand_0362_1x1.png","0362","CLEAN_LABEL","Clean label","Support the GLP-1 journey","faqCard","sand","luxe","1x1","1080","1080","facebook_feed,instagram_feed","Eight certifications. One capsule.","Everything on the label, nothing behind it.","Non-GMO · Vegetarian","Shop LF-1"
"LF1_CLEAN_LABEL_faqCard_sand_0362_4x5.png","0362","CLEAN_LABEL","Clean label","Support the GLP-1 journey","faqCard","sand","luxe","4x5","1080","1350","facebook_feed,instagram_feed","Eight certifications. One capsule.","Everything on the label, nothing behind it.","Non-GMO · Vegetarian","Shop LF-1"
"LF1_CLEAN_LABEL_faqCard_sand_0362_9x16.png","0362","CLEAN_LABEL","Clean label","Support the GLP-1 journey","faqCard","sand","luxe","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","Eight certifications. One capsule.","Everything on the label, nothing behind it.","Non-GMO · Vegetarian","Shop LF-1"
"LF1_CLEAN_LABEL_labelPanel_clay_0367_1x1.png","0367","CLEAN_LABEL","Clean label","Support the GLP-1 journey","labelPanel","clay","luxe","1x1","1080","1080","facebook_feed,instagram_feed","Made without the usual suspects.","Everything on the label, nothing behind it.","Eight things it isn’t","See what’s in it"
"LF1_CLEAN_LABEL_labelPanel_clay_0367_4x5.png","0367","CLEAN_LABEL","Clean label","Support the GLP-1 journey","labelPanel","clay","luxe","4x5","1080","1350","facebook_feed,instagram_feed","Made without the usual suspects.","Everything on the label, nothing behind it.","Eight things it isn’t","See what’s in it"
"LF1_CLEAN_LABEL_labelPanel_clay_0367_9x16.png","0367","CLEAN_LABEL","Clean label","Support the GLP-1 journey","labelPanel","clay","luxe","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","Made without the usual suspects.","Everything on the label, nothing behind it.","Eight things it isn’t","See what’s in it"
"LF1_CLEAN_LABEL_labelPanel_clay_0377_1x1.png","0377","CLEAN_LABEL","Clean label","Support the GLP-1 journey","labelPanel","clay","luxe","1x1","1080","1080","facebook_feed,instagram_feed","Made in the USA. Labelled for the EU.","Everything on the label, nothing behind it.","Non-GMO · Vegetarian","Learn more"
"LF1_CLEAN_LABEL_labelPanel_clay_0377_4x5.png","0377","CLEAN_LABEL","Clean label","Support the GLP-1 journey","labelPanel","clay","luxe","4x5","1080","1350","facebook_feed,instagram_feed","Made in the USA. Labelled for the EU.","Everything on the label, nothing behind it.","Non-GMO · Vegetarian","Learn more"
"LF1_CLEAN_LABEL_labelPanel_clay_0377_9x16.png","0377","CLEAN_LABEL","Clean label","Support the GLP-1 journey","labelPanel","clay","luxe","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","Made in the USA. Labelled for the EU.","Everything on the label, nothing behind it.","Non-GMO · Vegetarian","Learn more"
"LF1_CLEAN_LABEL_labelPanel_ink_0351_1x1.png","0351","CLEAN_LABEL","Clean label","Support the GLP-1 journey","labelPanel","ink","impact","1x1","1080","1080","facebook_feed,instagram_feed","Eight things LF-1 isn’t.","Everything on the label, nothing behind it.","Eight things it isn’t","Shop LF-1"
"LF1_CLEAN_LABEL_labelPanel_ink_0351_4x5.png","0351","CLEAN_LABEL","Clean label","Support the GLP-1 journey","labelPanel","ink","impact","4x5","1080","1350","facebook_feed,instagram_feed","Eight things LF-1 isn’t.","Everything on the label, nothing behind it.","Eight things it isn’t","Shop LF-1"
"LF1_CLEAN_LABEL_labelPanel_ink_0351_9x16.png","0351","CLEAN_LABEL","Clean label","Support the GLP-1 journey","labelPanel","ink","impact","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","Eight things LF-1 isn’t.","Everything on the label, nothing behind it.","Eight things it isn’t","Shop LF-1"
"LF1_CLEAN_LABEL_labelPanel_ink_0352_1x1.png","0352","CLEAN_LABEL","Clean label","Support the GLP-1 journey","labelPanel","ink","grotesk","1x1","1080","1080","facebook_feed,instagram_feed","Read the label. That’s the pitch.","Manufactured in the USA. Sold under EU labelling standards.","Non-GMO · Vegetarian","Shop LF-1"
"LF1_CLEAN_LABEL_labelPanel_ink_0352_4x5.png","0352","CLEAN_LABEL","Clean label","Support the GLP-1 journey","labelPanel","ink","grotesk","4x5","1080","1350","facebook_feed,instagram_feed","Read the label. That’s the pitch.","Manufactured in the USA. Sold under EU labelling standards.","Non-GMO · Vegetarian","Shop LF-1"
"LF1_CLEAN_LABEL_labelPanel_ink_0352_9x16.png","0352","CLEAN_LABEL","Clean label","Support the GLP-1 journey","labelPanel","ink","grotesk","9x16","1080","1920","instagram_story,facebook_story,instagram_reels","Read the label. That’s the pitch.","Manufactured in the USA. Sold under EU labelling standards.","Non-GMO · Vegetarian","Shop LF-1"
"LF1_CLEAN_LABEL_labelPanel_mint_0364_1x1.png","0364","CLEAN_LABEL","Clean label","Support the GLP-1 journey","labelPanel","mint","humanist","1x1","1080","1080","facebook_feed,instagram_feed","If you read labels, read this one.","60 vegetarian capsules. Two daily.","Read the label","See what’s in it"
"LF1_CLEAN_LABEL_labelPanel_mint_0364_4x5.png","0364","CLEAN_LABEL","Clean label","Support the GLP-1 journey","labelPanel","mint","humanist","4x5","1080","1350","facebook_feed,instagram_feed","If you read labels, read this one.","60 vegetarian capsules. Two daily.","Read the label","See what’s in it"
